,text,label,span
3f9fc96a-0b75-49d1-8858-bbe7d4a5c2f6,"So richtig kommt keine Stimmung auf, wenn der Kellner eine Maske trägt und die Speisekarte erst einmal desinfiziert werden muss.",corona,"[59, 64]"
d6e3b560-8037-4ffb-90a5-48441a5da7e9,"Erst jetzt wird so richtig klar: Masken und Abstand, Home-Office und Reise-Beschränkungen werden noch lange unsere Begleiter bleiben.",corona,"[33, 38]"
a846f044-4157-48a2-ba22-9688fd9e72b1,"Das gilt auch für Restaurants, Bars und Cafés (die Maske darf erst nach Besetzen des Tisches entfernt werden).",corona,"[51, 56]"
9e31490f-b462-4e55-95c5-af011e184da2,"Wenn die Einhaltung eine 2m-Abstandes nicht gewährleistet werden kann, müssen darüber hinaus Masken getragen werden.",corona,"[93, 98]"
e5d51bf2-abaa-43a2-96a7-b977196747ec,"In Restaurants, Bars und Cafés darf die Maske erst nach Besetzen des Tisches entfernt werden.",corona,"[40, 45]"
3220cc06-fcb5-4a43-a0be-f93e16af9d7c,"Ausnahmen gelten u.a. für Kinder unter 4 Jahren, bei Autofahrten alleine und mit Personen des eigenen Haushalts, für Personen, die aus gesundheitlichen Gründen keine Maske tragen können.",corona,"[166, 171]"
106659bd-efcd-4fdd-85e4-9913b77f689f,"Bei Personenkontrollen besteht die Pflicht, die Maske abzunehmen.",corona,"[48, 53]"
835a33e4-c4f3-4f1e-ac43-15a66180a7a8,"Eine unserer Unternehmensetagen ist völlig verlassen, der Sozialraum Küche(wo man noch vor wenigen Wochen, in der Phase der latent höchsten Ansteckungsgefahr, meinte, mich aus 30 Zentimetern Gesichtsentfernung ohne Maske zurechtweisen zu müssen), scheint außer Betrieb zu sein.",corona,"[215, 220]"
920dd947-355b-4739-9340-071e25d47442,Mittlerweile sehe in ich der Maske auch eine Möglichkeit des stillen Protestes.,corona,"[29, 34]"
503046bd-7023-42b1-a5c8-c8b0aa12e1cc,Maske auf und das Sofa mit doppelt kritischem Blick seziert.,corona,"[0, 5]"
d8d48b66-fd14-4c2f-a245-b5d53f43003e,Das Phänomen mit der Maske,corona,"[21, 26]"
1354efc0-b08d-4097-9d0f-4f180391a058,"Die vorläufig letzte Maske, die der Autor in der vergangenen Woche käuflich erwarb, kostete ihn drei Euro.",corona,"[21, 26]"
8c87a6c5-c087-4807-83cc-67859f723248,"Ein Grund für diese Inflation liegt ja schlicht darin, dass es nicht genug Masken gab.",corona,"[75, 80]"
5427ace9-b619-4e16-a94c-b5a374410a67,"Masken müssen dann nur noch in öffentlichen Verkehrsmitteln, im Gesundheitsbereich inklusive der Apotheken und bei Dienstleistungen getragen werden, bei denen der 1-Meter-Mindestabstand nicht eingehalten werden kann.",corona,"[0, 5]"
b5e29971-6911-45f6-9e3a-165f7e7857f9,Auch im Gastronomiebereich können Lokale ab morgen ohne Maske betreten werden.,corona,"[56, 61]"
86155fe7-e608-46f0-bd0d-c6af5e30528f,"Natürlich unter strengen Auflagen, Kellner müssen z.B. Masken tragen.",corona,"[55, 60]"
52330c54-9552-4945-a276-fb6bfe3c0040,In geschlossenen öffentlichen Räumen wird das Tragen einer Maske empfohlen.,corona,"[59, 64]"
a5920821-3be3-4d32-aeda-98682db94f3d,"Die an der Kasse ausliegenden Masken schaut er sich an, fasst sie an, und lässt sie liegen.",corona,"[30, 35]"
d70b7ca4-17b3-49bd-b7a9-c01922636fa0,"Ich weise die Dame direkt vor mir darauf hin, dass sie noch eintreten könne, sie weist mich darauf hin, dass der Typ vor ihr keine Maske trage.",corona,"[131, 136]"
dbfe8728-188f-4c4f-bf12-03213e0d6ca9,"Überflüssig zu erwähnen, dass dieser Giftzwerg ebenfalls keine Maske trägt.",corona,"[63, 68]"
a595585a-d5e4-4fd7-bb0b-7da4bd1eb64a,Ich sitze ganz klein am Ende des Zweimetertisches mit Maske.,corona,"[54, 59]"
e28112d7-1995-498d-a0d1-01081722b207,"Gefragt, ob auch die Besucher von Trumps Kundgebung in Tulsa Masken tragen sollten, sagte Kudlow:",corona,"[61, 66]"
dc2ff113-e215-4a1a-b222-deb771ad9bee,"Man lernte den Ausweich-Tango und disziplinierte sich, eine Maske anzulegen und nicht ständig nachzujustieren, sich nicht ins Gesicht zu fassen.",corona,"[60, 65]"
f1b5a7c4-6c89-4cf7-93e8-f9b5dd7ce244,Abstandsmarkierungen werden an vielen Supermarktkassen kaum noch beachtet und immer mehr verschwinden die Masken aus den Gesichtern des Supermarktpersonals.,corona,"[106, 111]"
af9b225f-ddf4-4d05-b038-d875f2f67cac,Und tragen Masken.,corona,"[11, 16]"
0a90222a-9a6c-499d-b503-fd5b91ce7822,Aber mit den Masken und Abstandsregeln bewegt man sich hier ziemlich geisterhaft.“,corona,"[13, 18]"
4d20bdd9-e8cc-46ab-a9e9-c1355f5e8226,Auch auf Demonstrationen blieben Masken sowie Abstands- und Hygieneregeln wichtig.,corona,"[33, 38]"
0763c978-25b3-4031-b338-df6a156ded3a,"Im öffentlichen Personenverkehr wie Bus, Bahn oder Tram müssen die Menschen weiterhin Masken tragen, genauso in Geschäften und Supermärkten.",corona,"[86, 91]"
10529e3c-0308-4013-8299-75b9ea15d000,"Wenn eine Ladung Schutzmasken ankommt, werde den Vertretern der örtlichen Behörden schnell klargemacht, dass es besser wäre, die Masken den Taliban zu überlassen.",corona,"[129, 134]"
86387093-0ef1-43e4-8405-9ba602c6aaa4,"Helfer vom ""Team Humanity"" verteilen Masken gegen Corona im Flüchtlingslager Moria auf Lesbos.",corona,"[37, 42]"
aa062ab5-5d17-44bd-b4ba-0dc535161bfc,"Dafür kann man in den Bordbistros Masken für 1,5 Euro kaufen.",corona,"[34, 39]"
9000a03c-b59d-4ac7-a1cf-9de2704aed70,"Doch es gelten Auflagen, das Tragen einer Maske ist Pflicht.",corona,"[42, 47]"
8c10cc4a-387d-44f9-8421-7ad1269f0b78,"In Frankreich habe es vor allem an Schutzanzügen, Handschuhen, Desinfektionsmittel und Masken gefehlt.",corona,"[87, 92]"
1731f7c2-4bcf-40d2-94ca-dbde2c71e09b,"""Die US-Regierung hat keine einzige Maske gekauft,die von China an Frankreich geliefert werden sollte"", zitierte die Nachrichtenagentur AFP einen Sprecher der US-Regierung.",corona,"[36, 41]"
eda7e872-9815-4974-a64e-ca614719c43f,"Der Präsident der an Deutschland angrenzenden Region Grand Est, Jean Rottner, betonte, die Amerikaner würden von Frankreich bestellte Masken ""auf dem Rollfeld"" in China aufkaufen:",corona,"[134, 139]"
ac30d1dc-a12d-48a7-90b9-045d897a854d,"Ihm zufolge handelte es sich um Masken der Schutzklasse FFP-2, die ihre Träger recht zuverlässig vor einer Ansteckung mit dem Coronavirus schützen.",corona,"[32, 37]"
e9a657e1-436b-4866-aaec-a5d474224789,"Auch der Vorsitzende der SPD-Bundestagsfraktion, Rolf Mützenich, kritisierte die Beschlagnahmung der 200.000 Masken.",corona,"[109, 114]"
7516e6ec-211f-40b4-80fd-7335df3aa74c,"Eine der letzten Amtshandlungen seiner abgewählten Regierung sei die Beschaffung von ""Millionen von Masken in der Ukraine"" gewesen.",corona,"[100, 105]"
8d36bfdc-9eea-4582-bf10-2a3b6ff4d702,"Ein Geldkoffer mit 1,2 Millionen Euro sei schon vorbereitet worden, die Masken hätten mit einer Regierungsmaschine eingeflogen werden sollen - bis ein deutscher Händler die Masken weggeschnappt habe.",corona,"[72, 77]"
f2bc6012-c560-400f-9bff-8c623e5cf4af,"Ein Geldkoffer mit 1,2 Millionen Euro sei schon vorbereitet worden, die Masken hätten mit einer Regierungsmaschine eingeflogen werden sollen - bis ein deutscher Händler die Masken weggeschnappt habe.",corona,"[72, 77]"
c48fea35-8af3-4460-af81-48bc28e40b85,"Ihre Verabredung, Franciszek, muss sich noch schnell eine Maske besorgen – ein ziemlich neuer Verspätungsgrund bei einem ersten Date.",corona,"[58, 63]"
3d274d45-58e9-4640-a1ed-f78b6ef37028,"Trotzdem sind an diesem Nachmittag viele Männer mit Maske auf der Brücke unterwegs, auf der Marlene steht und wartet.",corona,"[52, 57]"
2aeb7b64-20c5-4b02-b34e-4d7005586c1e,„Mit der Maske sieht man ja nicht so viel von den Leuten.“,corona,"[9, 14]"
feb1a206-2e9f-48b0-804e-81b657c74f4e,Keine Masken für gesunde Privatpersonen,corona,"[6, 11]"
23cccafe-9b55-4e82-b822-c67c82cb02f4,"Es kommt zu Lieferengpässen bei Masken und Schutzkleidung, die hauptsächlich in China hergestellt werden.",corona,"[32, 37]"
476fa040-010e-4a8c-81ce-98fb046e73ad,"Die EU rief gesunde Privatpersonen auf, wegen der Corona-Gefahr keine Masken aufzusetzen und keine Desinfektionsmittel zu benutzen.",corona,"[70, 75]"
d291a4c9-c9c8-44f2-8378-64f0f9bbcad4,"Das gilt nicht nur für Masken, sondern bei Grippe auch für das Reinigen und Desinfizieren von Oberflächen.",corona,"[23, 28]"
e75e1bea-ee5b-4b4f-b397-71fd4a03ef34,"Zu Masken gibt es eine WHO-Empfehlung von 2009 (zu Influenza A (H1N1), die davor warnt, dass eine falsche Benutzung das Übertragungsrisiko erhöhen kann - allerdings auch das ohne Zitat auf eine statistisch valide Studie.",corona,"[3, 8]"
dbf3150c-ea3b-45c7-99d9-e7f70faf0ea6,"Auch ich habe mich auf dem Höhepunkt der Angstwelle dafür eingesetzt, Masken zur Verfügung zu stellen, weil ein älterer Übersichtsartikel schwache Evidenz für einen Nutzen gefunden hatte sowie die Pandemieplanung der Schweiz für Grippewellen eine solche Empfehlung abgegeben hatte.",corona,"[70, 75]"
53951d82-5aef-4ed5-acd1-41bab7b9f1fd,"Jetzt mal wieder ein Beweis, dass es die Masken bringen.",corona,"[41, 46]"
48b310bc-7157-4a2a-bc74-07629e06f09a,"Man fragt sich wirklich, wodurch Grippeepidemien abgeklungen sind, als in Europa niemand Masken getragen und niemand ""social distancing"" praktiziert hat.",corona,"[89, 94]"
35326163-f3af-44a1-b455-25801010d710,"Natürlich unter strengen Auflagen, Kellner müssen z.B. Masken tragen.",corona,"[55, 60]"
602a264b-bd2f-4a2c-bf58-46c0c98b8c46,"Was er mit „streng“ meint, lässt sich nebenan vor einem Supermarkt beobachten: Mitarbeiterinnen in roten Westen ermahnen Kunden vor dem Eingang per Megafon, Masken anzuziehen und einen QR-Code mit ihren Handys zu scannen.",corona,"[157, 162]"
aea8c3aa-3e05-4a41-a045-b30a6dfd99a5,"Wer sich und andere vor einer Infektion schützen will, sollte auch mit der App Abstand wahren und eine Maske tragen.",corona,"[103, 108]"
d7733f39-fb3d-47e0-9049-33707a08627d,"Rund 1,5 Milliarden Masken müssten bis zum Herbst noch eintreffen:",corona,"[20, 25]"
622bc708-1da3-4538-8b0d-afddd86c57fb,"Empfänger in Deutschland sind zum einen die Bundesländer, welche die Masken dann an die Krankenhäuser weitergeben, und zum anderen die Kassenärztlichen und Kassenzahnärztlichen Vereinigungen, die sie an die niedergelassenen Ärzte verteilen.",corona,"[69, 74]"
1a360176-4c26-4788-ac52-d5c4a656a7ee,"Aus einer Antwort auf eine Kleine Anfrage der FDP-Fraktion gehe aber hervor, dass die Bundesministerien zum Stichtag 31. Dezember 2019 lediglich rund 150.000 Masken mit dem FFP-Qualitätsstandard und 1,9 Millionen einfache OP-Masken bereitgehalten hätten.",corona,"[158, 163]"
53e8d260-75fe-4b77-b0af-320dc5ac928d,"Zu Beginn der Corona-Pandemie seien gerade einmal 0,04 Prozent des Jahresbedarfs an Masken vorrätig gewesen.(afp)",corona,"[84, 89]"
5b7df4fa-63e1-47e5-99c5-f1ab2ca0a692,"Die Räume werden vom Personal, das Masken und Plastikvisiere trägt, regelmäßig desinfiziert.",corona,"[35, 40]"
6ce189ac-20cf-4a69-a1b0-3cbbf4c6748d,Studie: Masken haben Zehntausende Corona-Ansteckungen verhindert,corona,"[8, 13]"
43b81774-67ec-4887-8eaf-ab31223f6828,"Das Tragen von Masken wurde in Italien und New York zeitlich nach anderen Empfehlungen, wie Händewaschen oder Abstand halten, angeordnet - im besonders stark betroffenen Norden Italiens am 6. April, in New York am 17. April.",corona,"[15, 20]"
546e9497-69d7-46cc-9eee-57fbdc078a57,"Rund 1,5 Milliarden Masken müssen demnach bis zum Herbst noch eintreffen.",corona,"[20, 25]"
c4e8e93e-adcb-48e7-b2e4-7d68e0699b1a,"Unter den bereits in Deutschland eingetroffenen Masken habe ebenfalls ein Teil ihre Empfänger - die Bundesländer sowie Kassenärztliche und Kassenzahnärztliche Vereinigungen - noch nicht erreicht, schreibt die ""Welt"".",corona,"[48, 53]"
3e68af41-2d6b-490b-8a3b-93abb4b68909,"Aus einer Antwort auf eine Kleine Anfrage der FDP-Fraktion gehe aber hervor, dass die Bundesministerien zum Stichtag 31. Dezember 2019 lediglich rund 150.000 Masken mit dem FFP-Qualitätsstandard und 1,9 Millionen einfache OP-Masken bereitgehalten hätten.",corona,"[158, 163]"
164e7a90-8abc-4ffd-8016-495ee9b5fdc1,"+++ 13:42 Insider: Hunderttausende Masken verstauben in Lager +++ Hunderttausende Atemschutzmasken, die das deutsche Bundesgesundheitsministerium zum Höhepunkt der Corona-Krise im April bestellt hatte, liegen immer noch ungenutzt in einem Lager, berichtet der ""Tagesspiegel"".",corona,"[35, 40]"
fc6abd5d-bfed-4dea-a343-1bb1ef656dfd,"Laut einem Lieferanten, der anonym bleiben möchte, würden nicht nur mehr als eine halbe Million Masken verstauben - er warte auch noch auf die Hälfte des Geldes für seine Lieferung, einen ""niedrigen siebenstelligen Betrag"".",corona,"[96, 101]"
746709f4-971d-4649-ad3e-80ebec504d03,"Schutzanzüge, Masken und Desinfektionsmittel werden anfangs knapp.",corona,"[14, 19]"
0ef98c90-86e4-4a83-939f-27c4dc4273b5,Maske gegen Coronaviren,corona,"[0, 5]"
f744efd4-b45e-4b0d-afe5-f84ffb57c435,"Das weißrussische Internetportal ""Belarus Hockey"" informierte die Eishockeyszene des Landes immerhin darüber, dass ein kanadischer Sportartikelhersteller den Prototyp einer Maske hergestellt habe, ""die vor Coronaviren schützen kann"".",corona,"[173, 178]"
0d4c11a1-0b44-4c12-b2d0-09d0be036338,"In den Produktionshallen müssten Masken getragen werden, wenn die Beschäftigten enger beieinander arbeiteten.",corona,"[33, 38]"
8971ef55-b7d9-490c-baf7-d0dfebc083e7,"Im öffentlichen Verkehr wird derzeit per Durchsage jeweils empfohlen, dass Passagiere namentlich in den Stosszeiten ein Maske tragen sollten.",corona,"[120, 125]"
b5164255-9cf1-46a2-af6e-198d0775d53d,"""Hier sind die Masken und hier die Handschuhe"", sagt Anastasia Engelgardt und zeigt auf die Pappkartons, die sich im Kellerraum neben ihrem Auto stapeln.",corona,"[15, 20]"
bff9b5ed-1d3c-4da9-8437-aa445a8970b1,Nicht ohne meine Maske: Jugendliche in Moskau,corona,"[17, 22]"
fed83a60-4806-49ad-b6ea-dfdc2dccd07e,"Sie tragen Masken, Plastikhandschuhe und halten Abstand.",corona,"[11, 16]"
8457765b-aefe-42fb-88d7-000d6447e623,Sie kochen für Bedürftige und Angestellte von Supermärkten und nähen Masken:,corona,"[69, 74]"
90f20f3c-7ec5-47f8-a1db-accee6e8c008,"Natürlich unter strengen Auflagen, Kellner müssen z.B. Masken tragen.",corona,"[55, 60]"
8c16c8d4-a08f-41bc-8678-8d2514a3f589,"Um den hohen Bedarf an Masken decken zu können und unabhängiger vom Weltmarkt zu werden, haben mehrere Firmen in Österreich gemeinsam eine Schutzmaske für das Gesundheitspersonal entwickelt.",corona,"[23, 28]"
858366f1-d349-49df-bfd5-75b66ed9cfed,"Das Tragen von Masken wurde in Italien und New York zeitlich nach anderen Empfehlungen, wie Händewaschen oder Abstand halten, angeordnet - im besonders stark betroffenen Norden Italiens am 6. April, in New York am 17. April.",corona,"[15, 20]"
e53d0c06-ca74-4255-9234-a9b990d21104,"Bei einer Konferenz soll er die Teilnehmer angewiesen haben, ihre Masken abzunehmen.",corona,"[66, 71]"
4bfe66c0-36e9-4a99-8f6c-a6acfebf4e88,"""Mein Vater hatte ein großes Gesicht, diese Masken waren für ihn nutzlos.",corona,"[44, 49]"
6038b5da-11b7-4790-97c5-33cf8ac78250,"Wir mussten ihm selbst Masken aus Mull nähen"", erzählt die 25-Jährige, die selbst Ärztin ist.",corona,"[23, 28]"
c5fa509e-44f3-442e-9562-201eef7e8c6b,Andere saßen mit Maske und Abstand voneinander auf dem Boden und hielten ihre Forderungen an die Regierung auf Plakaten geschrieben in der Hand.,corona,"[17, 22]"
40e7057f-54c5-45f2-a234-15bfe9e8b4f0,Eis essen dürfen die Italiener auch wieder - mit Maske...,corona,"[49, 54]"
ba9f6c2b-5b01-4b06-adc4-3f23e4971bb5,Im öffentlichen Nahverkehr und in Gebäuden müssen alle Menschen Masken tragen und die Hälfte der Sitze in Bussen und Bahnen leer lassen.,corona,"[64, 69]"
21ce06e8-a24f-4ab0-a28b-2bbf67d4df41,"Im Theater oder Kino müssen die Masken nicht nur beim Betreten und Verlassen der Räumlichkeit sowie in den Sanitärbereichen getragen werden, sondern auch während der Vorführung im Zuschauerraum.",corona,"[32, 37]"
a8b3d4fd-18ef-4a29-9634-0a2796ecf148,Außerdem habe das Marienstift zweimal unkompliziert über den Katastrophenschutz des Landkreises Masken nachbestellen können.,corona,"[96, 101]"
2136924f-25c9-4dd1-9812-d53099ef4686,"Masken sind sinnvoll, um das Coronavirus zu bremsen und alle in unserer Umgebung zu schützen.",corona,"[0, 5]"
2207940c-b384-4051-9ba9-7f7f9086fd3f,"Die Facebook-Gruppe „Masque tissu – Solidarité Coronavirus – Belgique“ wollte etwas dagegen unternehmen und ein Forum für selbstgenähte, wiederverwendbare Masken bieten.",corona,"[155, 160]"
e1f4deff-1cf0-42a5-9cb5-bb7b67355b63,"Hier können alle, die Masken brauchen, direkten Kontakt zu denen aufnehmen, die Masken nähen.",corona,"[22, 27]"
911385fd-60d1-4b71-b059-c9e41f540c2a,"Hier können alle, die Masken brauchen, direkten Kontakt zu denen aufnehmen, die Masken nähen.",corona,"[22, 27]"
93313808-c4dd-4c77-a81f-3822a63b8bab,"Nach ersten Spaß-Anwendungen wie virtuellen Masken oder Katzen-Schnurrhaaren baute Snapchat eine Geschäftsplattform auf, mit der man auf dem Display zum Beispiel Turnschuhe anprobieren oder einen Eindruck von dem Farbton der Kosmetik im eigenen Gesicht bekommen kann.",corona,"[44, 49]"
4f765b40-fc71-45a0-a091-6295d743738a,Unter anderem bekam das Entwicklungsland aus Deutschland 20.000 Testkits und Masken – was bei einer Bevölkerung von 30 Millionen aber nicht sonderlich viel ist.,corona,"[77, 82]"
7ec962f9-1b32-4c4a-b4cf-2e0bf01d51ee,"Die Bergbahn-Angestellten, die in den Liftstationen arbeiten, tragen mehrheitlich keine Maske, von den Gästen halten sich geschätzt 30 Prozent daran.",corona,"[88, 93]"
eaccfdc0-0d76-4dc4-85a4-ae6a9aabf17a,"Mehr alte Menschen als junge Leute laufen mit Masken herum, obwohl die Maske vor allem dazu dient, die Umwelt vor der TrägerIn zu schützen und nicht umgekehrt.",corona,"[46, 51]"
0a57db66-ea70-44b7-aeb0-cb85f6d3c43d,"Mehr alte Menschen als junge Leute laufen mit Masken herum, obwohl die Maske vor allem dazu dient, die Umwelt vor der TrägerIn zu schützen und nicht umgekehrt.",corona,"[46, 51]"
17ec9af2-be5e-4b6b-80e6-ddd72c46c2df,"Das geht aber nur, wenn auch die weniger Gefährdeten Masken tragen und Abstand halten.",corona,"[53, 58]"
3b789d30-9712-4fc4-9ce8-19ac3f6c1a32,"In größeren Menschenmengen sollten aber Masken für alle zum inklusiven Outfit gehören, als Botschaft an die Gefährdeten: Ihr könnt mitmachen.",corona,"[40, 45]"
9e72544e-bc83-44fa-8c3a-320581414da7,"Die für Sonntag geplante „Unteilbar“- Demonstration in mehreren Städten, wo mit Maske und jeweils drei Meter Abstand eine „Bänderkette“ gebildet wird, ist dafür ein gutes Beispiel.",corona,"[80, 85]"
97a3726e-9186-49e0-9cd0-dc29339b74da,"Es ist beängstigend für einen Vorerkrankten, in eine U-Bahn steigen zu müssen, wenn nur die Hälfte der Leute dort eine Maske trägt.",corona,"[119, 124]"
dd5ab990-33ff-4422-a77e-c55ba1a02566,"Mehr alte Menschen als junge Leute laufen mit Masken herum, obwohl die Maske vor allem dazu dient, die Umwelt vor der TrägerIn zu schützen und nicht umgekehrt.",corona,"[46, 51]"
7c239cee-f645-4179-a104-74a4ac6286ac,"Mehr alte Menschen als junge Leute laufen mit Masken herum, obwohl die Maske vor allem dazu dient, die Umwelt vor der TrägerIn zu schützen und nicht umgekehrt.",corona,"[46, 51]"
949685a0-fc80-4ec7-abc0-69d092a7d0c8,"Das geht aber nur, wenn auch die weniger Gefährdeten Masken tragen und Abstand halten.",corona,"[53, 58]"
28d7f9a8-104c-46d9-b17b-f66688a3072e,"In größeren Menschenmengen sollten aber Masken für alle zum inklusiven Outfit gehören, als Botschaft an die Gefährdeten: Ihr könnt mitmachen.",corona,"[40, 45]"
6e340d33-45e9-49c9-b69e-d8e1d9be582d,"Die für Sonntag geplante „Unteilbar“- Demonstration in mehreren Städten, wo mit Maske und jeweils drei Meter Abstand eine „Bänderkette“ gebildet wird, ist dafür ein gutes Beispiel.",corona,"[80, 85]"
5a00de51-8b54-40f2-9584-d48edcb98b14,"Es ist beängstigend für einen Vorerkrankten, in eine U-Bahn steigen zu müssen, wenn nur die Hälfte der Leute dort eine Maske trägt.",corona,"[119, 124]"
e157cf0a-5a71-45e1-85fa-f503472e01e4,"Zudem gibt es ein paar Fragen, die sich kaum beantworten lassen, bevor die App einige Zeit in Gebrauch ist: Wird es haufenweise Fehlalarme geben, weil die Bluetooth-Technologie die Abstände zum nächsten Gerät passabel misst, die App aber nicht weiß, ob der:die Besitzer:in gerade niest und hustet, laut singt oder still mit der Maske über Mund und Nase da steht?",corona,"[328, 333]"
2ba9fc05-73d0-40a9-8981-f012c5f636e8,"Ähnlich wie bei den Masken, die nachweislich keinen positiven Effekt haben aber im Gegenteil ein prima Nährboden für Pilze und bakteriellen Unrat aller Art bieten.",corona,"[20, 25]"
ee5cbbca-2e68-464c-83aa-b53db7d969c8,"Anfangs gab es durchaus skeptische Stimmen bezüglich der Wirksamkeit der Masken, doch diese scheint gegeben, wie die Universität Mainz nun bekannt gab.",corona,"[73, 78]"
8c7e61f4-2cf3-4a7d-9878-6e94a184f625,Viele Menschen hätten Masken getragen und teilweise die Abstandsregelen beachtet.,corona,"[22, 27]"
5e590b8f-b5cc-4ea5-aca2-60ce6e75d5a5,"Masken seien noch vorrätig, Handschuhe nicht.",corona,"[0, 5]"
819202a2-f2fe-4ae8-b6ab-12dbe322f9a3,Denn kleine Kinder können meist keinen Abstand zueinander halten oder eine Maske tragen.,corona,"[75, 80]"
691965d3-0224-4c90-b3be-68cb32b640f0,Personal mit Kundenkontakt tragen Masken.,corona,"[34, 39]"
325af147-75e6-4eff-8a52-752d7f17baf3,"Laut Damasceno sei es möglich, auch im Fitnessstudio Abstand zu halten und Masken zu tragen.",corona,"[75, 80]"
0ae643a6-7577-43fb-9082-79abb91f3b7d,"Anders als in der Hauptstadt wegen der Corona-Pandemie vorgeschrieben, trug der Präsident keine Maske.",corona,"[96, 101]"
9c0963d0-54bb-4caa-8b74-3e464c162cd1,"Der 67-jährige Putin umarmte Russlands Ärztepräsidenten Leonid Roschal, der in Maske und mit Handschuhen erschien.",corona,"[79, 84]"
7a7351c2-276b-4dc6-99e7-ab01cb86cd8c,US-Präsident Donald Trump will allerdings keine Maske. (11.05.2020),corona,"[48, 53]"
bf3b0d34-93c0-46db-bff7-51149f4dd4c5,"Auch viele andere Berlinerinnen und Berliner finden es schade, dass sie Gesten und Mimik nicht mehr unter Masken erkennen.",corona,"[106, 111]"
4bf13d69-e0ea-45f1-bd60-669740cc3b4c,"Da Anneliese Castro del Rello mit schlechter werdendem Hörvermögen bei den beiden vier- und achtjährigen Töchtern zu Coronakrise nichts von den Lippen ablesen kann, wenn sie Masken tragen, kam der 42-Jährigen die Idee.",corona,"[174, 179]"
6e7585bf-a99a-4095-89fc-f40457a8e32f,"Die stabile Klarsichtfolie kann man in die abgenähte Maskenfassung rein- und rausschieben, reinigen, die übrige Maske dann bei 60 Grad waschen.",corona,"[53, 58]"
307da6e6-e284-4c8c-af30-95d7c69528a5,"Der Aktienmarkt, schreibt das ""Wall Street Journal"", ähnele bislang den ""Kindern am Strand, die ohne Masken und Rücksicht auf Abstandsregeln weiter Party machen"" und die Folgen der Pandemie einfach ignorierten.",corona,"[101, 106]"
59c61330-5cc6-4929-a7b9-681bed6f58af,"Als zum Beispiel auf dem Berliner Alexanderplatz zuletzt rund 15.000 Menschen demonstrierten, trugen zwar viele eine selbstgenähte Maske - Mindestabstände wurden aber oft nicht eingehalten.",corona,"[131, 136]"
b2ac12b8-f7a0-4a21-8ccb-d5804f57905a,"Masken zu tragen verhindere zwar, dass infektiöse Tröpfchen über weite Strecken fliegen und vermindere auch die Geschwindigkeit, mit der Luft ausgeatmet und Tröpfchen verbreitet würden.",corona,"[0, 5]"
e048bb98-21f2-4d1a-a7c5-665f0594c43a,"„Die Maske ist nur ein zusätzliches Hilfsmittel, aber sollte keine Alibimaßnahme sein.“",corona,"[5, 10]"
7aef1eb1-0938-4d61-bf22-01e8717beadf,Über 10.000 Masken täglich sollen hier täglich übers Band gehen.,corona,"[12, 17]"
24976d78-54e7-45f7-8c1a-5583ba1fa880,Neben Einweg- und Stoffmasken produziert Zettl auch die mehrfach verwendbaren FFP2 und FFP3 Masken für medizinisches Personal.,corona,"[92, 97]"
8e81351d-c8b5-438d-b139-19863ca41dba,"Dort, in Neustrelitz, gibt es Dauertests für die Gymnasiasten, so dass die nicht wie Chinesen mit Maske im Unterricht sitzen müssen.",corona,"[98, 103]"
9e419300-2768-4d9f-9800-983340a1620e,"Und er erklärt in seinem NDR-Podcast, warum es wichtig ist, auch in der nächsten Zeit die Masken aufzuhaben, wenn die Infektionszahlen so niedrig wie jetzt bleiben sollen.",corona,"[90, 95]"
a1292886-7292-4b83-97c6-d4a83b4398f1,"Er führt die unmittelbare Wirksamkeit der Masken darauf zurück, dass sie Tröpfchen zurückhalten und vermutlich auch die Ausbreitung von Aerosolen einschränken können.",corona,"[42, 47]"
ab4b566e-737e-4a04-8f00-db5ce74e5880,"Aber der Dispersionsfaktor sei niedrig genug, um durch bevölkerungsweite, milde Maßnahmen wie das Tragen von Masken beginnende, kleine Infektionsketten ""immer wieder im Keim zu ersticken"", erklärt der Virologe.",corona,"[109, 114]"
d65234ed-2c3f-4696-afc1-eaa36d431417,"Damit dies so bleibe, gelte es weiter große Kontaktgruppen zu vermeiden, draußen zu bleiben und Masken zu tragen, sagt Drosten.",corona,"[96, 101]"
80466571-baa9-4e9a-9106-680124e35d47,"Als die Bürger in Hongkong um ihre politischen Freiheitsrechte kämpften, schienen die leuchtenden Handys und Regenschirme und Masken der Hongkonger weit weg.",corona,"[126, 131]"
483ecb42-e3c7-44a9-b9d5-befe5845ad19,Taiwan konnte einen Ausbruch verhindern trotz der geographischen Nähe zu China und sogar Deutschland mit der Lieferung von Masken helfen.,corona,"[123, 128]"
cfbcfec3-8ac2-413b-8e91-fb5d4420ca8e,Das Tragen einer Maske in der Öffentlichkeit ist in erster Linie ein Zeichen von Solidarität.,corona,"[17, 22]"
41b192f3-963a-41d4-a43a-6b7403e57a80,"Sollten Sie infiziert sein, ohne Symptome zu haben, kann Ihre Maske in belebten, engen Räumen wie Geschäften oder öffentlichen Verkehrsmitteln andere schützen.",corona,"[62, 67]"
6472a7a3-23ad-4be1-b719-0a661e81d03c,Die Verwendung einer Maske führt nicht zwangsläufig zu Sauerstoffmangel.,corona,"[21, 26]"
